pat_id,birth_date,death_date,ssn,drivers,passport,prefix,first,last,suffix,maiden,marital,race,ethnicity,gender,birthplace,address,prior_opioid_abuse_diag
8b17b879-4ac4-4844-8ca8-ffbd7a203c7f,1967-07-01,,999-72-5641,S99985842,X22548553X,Mrs.,Carleen42,Gleichner915,,Becker968,M,white,german,F,Minneapolis,365 Aufderhar Fort Cambridgeship Minnesota  US,0
c29d4e20-8770-4000-8fd7-9b2c22421d06,1991-01-20,,999-87-6065,S99925390,X34700914X,Mrs.,Shu104,Muller251,,Macejkovic424,M,asian,chinese,F,Burnsville,127 Herman Stravenue Wiscoyship Minnesota  US,0
da9256a5-1e67-42f1-93d0-53129fba2d2b,1959-11-25,,999-46-9965,S99997016,X20477537X,Mrs.,Katherina205,Erdman779,,Schimmel440,M,white,russian,F,Forest Lake,132 Lakin Highlands Bloomington Minnesota 55420 US,0
32b7f99f-e0f5-42dd-bc91-2de52b96ba48,1948-02-09,1977-08-15,999-73-8926,S99935828,X76737007X,Mr.,Wilfredo622,Halvorson124,,,M,white,irish,M,Austin,721 Corwin Rue Golden Valley Minnesota 55411 US,0
814406f9-3569-4812-bff6-005a34cb7753,1965-04-28,,999-23-1620,S99976450,X39475919X,Mr.,Morton637,Mills423,,,M,white,italian,M,Eagan,1021 Hahn Crossroad Unit 11 Minneapolis Minnesota 55401 US,0
f6ea38ac-565f-4343-861a-6f4bd70a79c7,1977-03-08,,999-57-1485,S99915243,X62727318X,Mr.,Fredrick998,Ryan260,,,M,asian,chinese,M,Worthington,927 Willms Mill Suite 20 Wyoming Minnesota 55013 US,0
bc08d511-cf53-4fba-8afa-b73952a196ef,2016-03-29,,999-74-2343,,,,Stephenie799,Hane680,,,,white,portuguese,F,Bricelyn,281 Kemmer Bypass Golden Valley Minnesota 55411 US,0
69cdb8f8-5277-4c1b-80e4-0ed16dec5417,2006-07-30,,999-61-9825,,,,Rory188,Bernier607,,,,white,italian,M,Lakefield,347 Brakus Lane Apt 44 Minneapolis Minnesota 55401 US,1
0959d756-7ad9-4fe8-85b9-7e1214f6660e,1994-05-17,,999-72-6906,S99946700,X86636924X,Mr.,Leonardo412,Williamson769,,,,white,polish,M,Independence,530 Von Knoll Apt 32 Bemidjiship Minnesota  US,0
1117dec1-d619-4a6e-abe1-f22c0c155d6f,1993-11-14,,999-30-5562,S99944181,X52154710X,Mr.,Dick869,West559,,,,white,french,M,Glendoradoship,974 Koss Extension Apt 17 Sartell Minnesota 56303 US,0
c5cc3611-a7bc-45d2-85ca-a7a89bb88274,1947-01-26,2013-07-21,999-17-1054,S99941639,X13235545X,Mr.,Laurence43,Heaney114,,,M,asian,chinese,M,Owatonna,775 Kerluke Stravenue St. Paul Minnesota 55101 US,0
6b664005-20f5-480e-8910-ca166a2d01f8,1958-07-17,,999-59-8842,S99987166,X87856561X,Mrs.,Erminia669,Langworth352,,Sawayn19,M,white,english,F,Rochester,662 Schulist Rue Unit 97 Inver Grove Heights Minnesota 55075 US,1
b43ffb5e-d07c-416e-bcfb-964ba52a4f9e,1972-05-12,,999-82-5553,S99933958,X63276144X,Mrs.,Luisa710,Cronin387,,Kshlerin58,M,white,scottish,F,Brainerd,664 Mayert Lock Suite 58 Jordan Minnesota 55352 US,1
68cc1ca3-91fa-4825-829f-2b39c290b6f6,1961-09-13,,999-47-3832,S99972777,X69431768X,Mrs.,See995,Stehr398,,Hansen121,M,white,irish,F,New Hope,921 Sporer Course Unit 56 Jordan Minnesota 55352 US,0
3f3df62e-5797-4d38-84cf-eb9485916ead,1982-03-14,,999-23-7851,S99989823,X46125764X,Mrs.,Theodora872,Homenick806,,Bernhard322,M,white,italian,F,Fairmont,183 Pagac Viaduct Champlin Minnesota 55316 US,0
a9673763-3bc7-41d4-8caa-68cb2bd7ac21,1984-07-04,,999-42-9892,S99936802,X49906092X,Mrs.,Pearlene638,Terry864,,Lesch175,M,white,swedish,F,Minneapolis,802 Aufderhar Village Suite 58 Pine Cityship Minnesota  US,0
a3e9c907-1f4a-4313-ace5-c9d3cb04de92,1948-10-28,,999-24-3580,S99928900,X13627982X,Mrs.,Celina578,Stokes453,,Wiegand701,M,white,italian,F,Deephaven,791 Altenwerth Glen Apt 28 Coon Rapids Minnesota 55304 US,1
43d9b64a-0084-4f2d-9540-5086b3efc691,2000-04-18,,999-98-8024,S99963285,,Ms.,Mercedes82,Hidalgo930,,,,black,dominican,F,St. Louis Park,842 Beahan Brook Roseville Minnesota 55112 US,1
ddac3ab9-7ad3-4135-bbb6-9a8834e50536,2017-09-30,,999-47-6800,,,,Shayla126,Rice937,,,,white,american,F,Plymouth,164 Kemmer Wynd East Bethel Minnesota 55005 US,1
e4759b81-4134-47a9-8114-18be82e8e444,2002-10-01,,999-56-2820,,,,Victoria535,Schulist381,,,,white,portuguese,F,Rosemount,245 Dickinson Path Apt 53 Eden Prairie Minnesota 55344 US,1
c67985b2-0045-4cbd-a9e1-fa4fe284ce5c,1955-06-01,2003-04-21,999-26-8137,S99957617,X10884023X,Ms.,Amalia471,Casillas702,,,S,hispanic,puerto_rican,F,Gordonship,469 Boyer Corner St. Paul Minnesota 55101 US,0
1ceed837-650a-4d10-939d-d287db6dd359,1993-05-27,,999-43-4587,S99982359,X46143672X,Ms.,Autumn454,Koss676,,,,white,american,F,St. Paul,1091 Skiles Corner Apt 54 New Hope Minnesota 55427 US,0
9b82b638-a198-43a9-b42a-07c7fc3ec9a5,1963-01-03,,999-76-5203,S99927706,X54351468X,Mrs.,Sona831,Cronin387,,Bechtelar572,M,white,irish,F,Crosby,441 Runte Orchard Unit 24 Bear Parkship Minnesota  US,1
a2aa3ab7-5124-48a9-8779-774321b2fed9,1995-05-17,,999-21-4373,S99913308,X85713907X,Mr.,Bobbie849,Schmitt836,,,,asian,asian_indian,M,Cottage Grove,534 Mante Mews Unit 53 Winona Minnesota 55959 US,1
b8f94362-032b-492b-8703-22f5bb3c6e72,1978-10-02,,999-54-9275,S99992530,X25026578X,Mrs.,Brinda322,Cole117,,Will178,M,white,italian,F,Dodge Center,812 Lemke Burg Hayward Minnesota 56043 US,0
e43677a0-72e8-4612-a383-ea6d78e6263e,1972-07-31,,999-92-3071,S99982526,X66315993X,Mrs.,Sheila338,O'Reilly797,,Borer986,M,white,french,F,Nevisship,193 Gorczany Tunnel Baldwinship Minnesota  US,1
7479003b-0680-4f8e-9352-c7d554fcb2f1,1967-06-18,,999-70-1422,S99960618,X39777523X,Ms.,Lissa828,Koss676,,,S,white,french,F,Chaska,532 Considine Rest Ramsey Minnesota 55303 US,1
6bf12466-be5a-4b5c-95af-305596cbc1fa,2013-02-26,,999-70-5324,,,,Tressie547,Grimes165,,,,white,irish,F,Rochester,685 Wiegand Approach Minneapolis Minnesota 55401 US,0
b8bdc66a-add3-4288-9ee8-26a1c6532df5,1974-06-15,,999-99-4840,S99977711,X86552673X,Mrs.,Stephane228,Collins926,,Renner328,M,white,italian,F,St. Paul,878 Lueilwitz Haven Montrose Minnesota 55363 US,0
101f035e-ce28-4d61-a495-37694ae310b6,2005-06-27,2012-07-29,999-51-3137,,,,Daniel959,Green467,,,,white,french,M,Credit Rivership,743 Kertzmann Bridge Duluthship Minnesota  US,0
e6b30fa8-6d0f-4271-a131-8225e6642bbf,1995-11-28,,999-13-5237,S99991787,X15881287X,Ms.,Gwen761,Ratke343,,,,white,portuguese,F,Jordan,634 Mante Hollow Bloomington Minnesota 55420 US,0
c838e859-f220-46a8-80e5-61917e965d4c,1956-09-30,,999-64-3018,S99946244,X9491949X,Mrs.,Etha376,Leffler128,,Terry864,M,asian,chinese,F,Eagan,614 Ledner Ferry Unit 89 St. Paul Minnesota 55101 US,0
fe3beb33-a8b9-4f8b-a0d5-8376d6ce4a1f,2003-12-09,,999-70-5120,,,,Consuela482,Kris249,,,,white,polish,F,Savage,350 Hickle Row Duluthship Minnesota  US,0
3fd4a387-3729-4324-b832-27e718cfbfa7,1937-11-17,1969-04-16,999-83-9776,S99945107,X69315028X,Mrs.,Bari62,Champlin946,,Spinka232,M,white,irish,F,Annandale,548 Stracke Rapid Suite 83 Minneapolis Minnesota 55401 US,0
0acdcb35-c3ee-431a-8630-1011e78d9da7,2017-03-26,,999-83-6536,,,,Susie661,McDermott739,,,,white,irish,F,Shakopee,1012 Stark Camp Unit 99 Minneapolis Minnesota 55401 US,0
d9ac76ea-285f-40b4-b245-0915098f75cb,1994-01-27,,999-58-8061,S99971421,X67656611X,Ms.,Camelia346,Little434,,,,white,swedish,F,Brooklyn Park,437 Rice Junction Apt 19 Robbinsdale Minnesota 55422 US,1
9f6e0176-5a30-41ee-812d-b35c4926750a,1969-01-02,,999-12-9125,S99941341,X24129430X,Mr.,Dean966,Wisoky380,,,M,white,scottish,M,Virginia,729 Zulauf Union International Falls Minnesota 56649 US,0
6e5a1c76-e888-4e4e-b524-bb742ea07ff0,1930-11-17,,999-96-9502,S99947978,X72624095X,Mrs.,Shonta375,Weimann465,,Berge125,M,white,irish,F,Bloomington,629 DuBuque Arcade Suite 47 Shakopee Minnesota 55378 US,1
32867074-2caa-49d4-a25f-23210fb54b81,2000-02-14,,999-47-9249,S99937968,,Ms.,Signe792,Huels583,,,,white,irish,F,Elk River,248 Von Bridge Apt 77 Rochester Minnesota 55901 US,0
985c4f50-6136-4c37-9a0d-cb01557c27be,2000-10-18,,999-91-2204,S99915313,,,Izola651,Spinka232,,,,white,german,F,South St. Paul,960 Kiehn Vista Unit 18 Oak Park Heights Minnesota 55082 US,0
74f92ff2-c5c6-4466-8321-1abcef845e68,2000-04-21,,999-34-4954,S99935635,,Mr.,Robert854,Haley279,,,,white,french_canadian,M,Eagan,1020 Lindgren Bay Bloomington Minnesota 55420 US,0
c88451c4-6256-4296-947e-4e296c06fa00,1958-07-10,,999-52-2213,S99942530,X39384407X,Mrs.,Barbara209,Chavarría957,,Arroyo916,M,hispanic,mexican,F,Mora,489 Steuber Port Rogers Minnesota 55311 US,1
943661a7-6ec1-4f02-acc3-93b7410329dd,1965-10-09,,999-49-3275,S99914600,X82085765X,Ms.,Lise687,Cummings51,,,S,white,french,F,Shakopee,664 Flatley Row Eagan Minnesota 55120 US,1
e1398b57-9bc0-48ca-ba74-a108a9e11b25,1963-11-03,2007-11-11,999-24-4666,S99935141,X14490503X,Mr.,Leland44,Gleichner915,,,M,white,polish,M,Lino Lakes,1018 Smith Mews Unit 51 Minneapolis Minnesota 55401 US,0
a42482ff-21a6-469d-aa3f-30ab66a87502,1954-03-24,,999-48-5058,S99924584,X11410992X,Mr.,Luigi346,Gorczany269,,,M,white,french,M,Eden Prairie,722 Aufderhar Harbor Apt 40 Minneapolis Minnesota 55401 US,0
1d9cb2af-0b22-4ae8-912f-9a26f553492a,1983-06-02,,999-77-2926,S99992870,X45126373X,Mr.,Darron84,Rau926,,,M,white,irish,M,Florenceship,220 Renner Grove St. Michael Minnesota 55301 US,1
590d6eb5-0d2d-49c0-9a65-b9969cfea580,1955-10-02,,999-39-3772,S99983696,X11819274X,Mr.,Nicolás801,Salcedo309,,,M,hispanic,puerto_rican,M,Faribault,444 Beer Rue Suite 17 Warrenship Minnesota  US,0
a4526bf8-d9db-4967-b57e-f2bb0c458f45,1972-05-16,,999-72-4988,S99987280,X50899651X,Mr.,Loren192,Altenwerth646,,,M,white,french_canadian,M,Brooklyn Park,1061 Armstrong Course Blackberryship Minnesota  US,1
23c2e0b9-3d4c-40da-8ebf-d867ae0573ac,2002-08-04,,999-23-7093,,,,Waylon572,Fadel536,,,,white,english,M,Minneapolis,830 Bernier Meadow Golden Valley Minnesota 55411 US,0
062fb75a-17d3-48ce-ab16-83dfd5c64f50,1941-12-14,,999-64-8614,S99925457,X23910885X,Mrs.,Willia886,Tromp100,,Olson653,M,white,italian,F,Ham Lake,296 Paucek Crossroad Burnsville Minnesota 55044 US,0
d95124ca-1bfc-4ac1-9bfa-814bfa55e57b,2005-06-26,,999-92-2597,,,,Antwan357,Zemlak964,,,,white,irish,M,Hermantown,1087 Hand Ferry Moorhead Minnesota 56529 US,0
f47f2947-8d44-46ac-8b29-3e12371a3ad0,1943-05-28,1948-10-29,999-72-8400,,,,Lucas404,Razo972,,,,black,west_indian,M,Minneapolis,822 Hirthe Throughway Willmar Minnesota 56201 US,0
5ca9f9c4-20c6-493d-889d-805107a8c7f0,1987-10-06,,999-86-3397,S99919091,X40775160X,Mrs.,Nada112,Marks830,,Cartwright189,M,white,scottish,F,Union Groveship,149 Hills Hollow Minneapolis Minnesota 55401 US,1
a9b2af83-4584-49b6-9817-0e986a4d0e2f,1998-12-07,,999-28-7317,S99929013,,Mr.,Irvin970,Brekke496,,,,white,italian,M,Fridley,824 Spencer Manor Suite 34 Bloomington Minnesota 55420 US,0
d709f5ad-30aa-467a-885c-1550b773fcee,1979-09-09,,999-97-6378,S99982056,X1037732X,Mrs.,Roni48,Kub800,,Mertz280,M,white,american,F,Two Harbors,603 Rohan Crossing Apt 78 Parkership Minnesota  US,0
3581a4c7-77e7-4d62-a397-fec8629eeadd,1970-05-13,,999-44-8512,S99933604,X55837709X,Mrs.,Wanita14,Daugherty69,,Swaniawski813,M,white,american,F,Winona,346 Bradtke Route Sauk Rapids Minnesota 56304 US,0
9decf700-3409-4eeb-a168-006552c77717,1968-01-01,,999-52-5950,S99997499,X52395960X,Mr.,Ahmad985,Grimes165,,,M,white,irish,M,Burnsville,712 Lowe Trafficway Unit 69 Eagan Minnesota 55120 US,0
df181891-665e-43f3-8a2d-575d248f8d06,1971-02-08,,999-62-2966,S99954844,X53612874X,Mr.,Milford485,Bradtke547,,,M,white,german,M,Rosemount,931 Douglas Stravenue Centership Minnesota  US,1
f3720711-c7fa-456e-ab53-188a3cf1f9a7,1943-11-12,1995-06-02,999-15-5485,S99979289,X47497754X,Mr.,Issac619,Ebert178,,,M,white,irish,M,Minneapolis,466 Jast Gateway Willmar Minnesota 56201 US,0
ad3416b9-433e-4037-a68e-4f420241b1d9,1976-07-18,,999-76-5736,S99991147,X18433763X,Mr.,Gordon377,Nikolaus26,,,S,white,italian,M,Eagan,173 Wunsch Forge Minneapolis Minnesota 55401 US,0
5a51c9e1-cdfe-4a08-8f7a-ade8f2cc1910,1953-02-27,2002-03-29,999-67-4553,S99977398,X34492773X,Mrs.,An125,Bode78,,Schaden604,M,white,irish,F,Robbinsdale,963 Jacobson Byway Minneapolis Minnesota 55401 US,0
ab83eed3-a423-4477-ac49-12f7e34f141e,1990-07-06,,999-93-9572,S99942001,X3425280X,Mr.,Dorian295,Crooks415,,,M,asian,chinese,M,Winona,993 Mayert Annex Unit 98 St. Paul Minnesota 55101 US,0
bba725e1-ce68-426a-9f8d-7c9614ba6cd5,1965-03-04,,999-83-6297,S99966106,X44020754X,Mrs.,Latisha994,Gaylord332,,Bailey598,M,asian,chinese,F,St. Louis Park,610 Dickinson Orchard St. Paul Minnesota 55101 US,0
4fd55409-7909-40b4-a451-235aa27464ce,1996-11-09,,999-42-1485,S99959669,X13681616X,Ms.,Lala778,Dickinson688,,,,white,english,F,Rice Lakeship,167 Considine Rue Willmar Minnesota 56201 US,0
506acabd-99a7-4130-acee-4ded2f27f48e,1957-03-18,,999-66-4747,S99999405,X12979236X,Mr.,Len277,Braun514,,,S,white,french_canadian,M,Winona,151 Rodriguez Avenue Apt 1 Inver Grove Heights Minnesota 55075 US,1
01315888-d1f8-44ce-a859-d6b450903499,1947-11-08,2001-10-06,999-16-1785,S99950907,X40832982X,Mr.,Connie24,Heller342,,,M,white,german,M,Maple Plain,813 Langosh Vale Suite 42 Edina Minnesota 55343 US,0
202afa3b-a057-4c1b-b801-38eef4bbfac6,1994-03-15,,999-39-8160,S99987331,X18060306X,Ms.,Hong136,Hagenes547,,,,white,italian,F,Linwoodship,623 Johns Mews Unit 99 Lake Edwardship Minnesota  US,0
54321ed0-68d0-48fd-aaff-f13c8e107602,2001-10-27,2016-10-08,999-93-1450,,,,Les282,Rutherford999,,,,white,french,M,Maple Plain,256 Veum Mill Landship Minnesota  US,1
1883b01c-aa73-4632-9a58-0e8658e59623,1954-07-09,2009-10-09,999-33-3503,S99945028,X25258043X,Mr.,Man114,Okuneva707,,,M,white,english,M,Havanaship,596 Stiedemann Mall Bloomington Minnesota 55420 US,0
df2008ba-1699-4c9a-a4e3-bde2427c911c,1981-01-19,,999-84-8946,S99913545,X75526178X,Mr.,Enrique929,Raya927,,,M,black,dominican,M,Shakopee,229 Huel Light St. Paul Park Minnesota 55071 US,1
f436d151-b8a3-45c8-a553-90609dfac690,1950-02-19,,999-97-2981,S99948690,X15584814X,Mr.,Malik994,Reinger292,,,S,white,russian,M,Plymouth,1063 Erdman Park Minneapolis Minnesota 55401 US,0
a63ff574-3534-4021-8b5e-b037e1d619a3,2005-11-02,,999-12-5407,,,,Gino587,Walker122,,,,white,italian,M,Coon Rapids,558 Waelchi Crossing Minneapolis Minnesota 55401 US,0
cca77268-d6d3-4a99-9a13-e00f10b1e313,1963-02-25,,999-93-1167,S99930797,X2315908X,Mr.,Curt84,Berge125,,,M,white,english,M,Lake Elmo,949 Farrell Passage Moorhead Minnesota 56529 US,0
10145702-2e20-4840-b885-9cb49efb223d,1999-12-12,,999-43-9824,S99929357,,Ms.,Nina110,Kuhic920,,,,white,french,F,St. Paul,973 Medhurst Crossroad Bloomington Minnesota 55420 US,0
bb08035d-ea19-45d1-a6fe-b95278791ba3,1965-07-13,,999-99-7003,S99915067,X64968766X,Mrs.,Claudette391,Langosh790,,Rowe323,M,white,italian,F,Buffalo,899 Hand Mall Moorhead Minnesota 56529 US,0
45a83d7b-55b6-4a8f-8b9c-d1110b5c17c2,1977-04-22,,999-29-8460,S99926579,X42658127X,Mr.,Christopher407,Russel238,,,M,white,portuguese,M,Livoniaship,626 Rippin Branch Brooklyn Park Minnesota 55428 US,0
e2eb34b6-381d-473f-be15-ef3b3d7135b9,1955-09-17,,999-78-3694,S99966094,X17482133X,Mr.,Denny560,Wunsch504,,,M,native,american_indian,M,Belle Plaine,232 Koch Route Landship Minnesota  US,0
8ca3f199-9a47-4922-8dd3-7b3c94310f38,1949-07-13,,999-80-5401,S99956022,X35463293X,Mrs.,Nicolasa738,McKenzie376,,Sporer811,M,white,irish,F,St. Paul,790 Kautzer Route Apt 10 Minneapolis Minnesota 55401 US,0
db9a846b-79e9-4dd6-9484-c80827d89fa9,1959-06-28,,999-68-9541,S99961886,X45715453X,Mrs.,Crystal2,Brown30,PhD,Tromp100,M,white,irish,F,Rockfordship,638 Herman Heights Edina Minnesota 55343 US,0
d2607401-0c2c-4d10-83bf-887b99fb2dd4,2014-04-11,,999-79-8588,,,,Sherlene302,Runte676,,,,white,irish,F,Menahga,709 Mraz Fort Apt 79 Rochester Minnesota 55901 US,0
317eb1d1-ef20-42fd-9ca0-f91146cf4e06,1986-04-27,,999-74-4691,S99926184,X18768747X,Mrs.,Mira443,Casper496,,Bartell116,M,native,american_indian,F,Breckenridge,257 Blanda Burg Unit 43 Virginia Minnesota 55734 US,0
3684d352-4fd1-402e-82d5-6a5959569f8a,1973-12-11,,999-16-7083,S99947162,X86707432X,Mr.,Vance413,Weber641,,,M,white,american,M,Jacksonship,460 Hane Stravenue Suite 28 Minneapolis Minnesota 55401 US,0
e15006b9-5016-46bf-ab2a-7f3371811a0c,1976-01-14,,999-76-2898,S99913019,X56085845X,Mrs.,Vivian245,Greenfelder433,,Thiel172,M,white,german,F,Maple Grove,204 Leffler Trailer Suite 85 Plymouth Minnesota 55441 US,0
deb88cfe-183c-4cd4-8e3b-3cf4ff9bb01c,1955-08-01,1994-06-20,999-30-8154,S99956141,X24295516X,Mr.,Colton403,Gulgowski816,,,M,white,irish,M,Fridley,614 Murray Bypass Lakewoodship Minnesota  US,1
42bf5d72-b8bb-4916-8e02-35ae01a25cac,1978-03-07,,999-91-6378,S99954100,X7556422X,Mrs.,Arlyne429,Bruen238,,Bayer639,M,native,american_indian,F,Cherryship,244 Block Ramp Suite 48 Swan Lakeship Minnesota  US,0
fb58f587-5b9e-4251-8444-2a9eff11798a,1990-02-10,,999-62-7836,S99914108,X40251103X,Ms.,Cody889,Kohler843,,,S,white,english,F,Owatonna,399 Ratke Dam Dassel Minnesota 55325 US,0
5c072b8c-2598-4107-9b73-bf61524462fe,1961-02-19,,999-97-6651,S99957790,X39722617X,Ms.,Bernardine460,Feeney44,,,S,white,irish,F,Turtle Lakeship,898 Monahan Ramp Minneapolis Minnesota 55401 US,0
d41da431-a08a-40aa-b627-0a764f3b19bb,1953-06-30,,999-19-7411,S99928632,X13676063X,Ms.,Desirae249,Upton904,JD,,S,white,english,F,Lake Crystal,661 Hand Haven Unit 95 Edina Minnesota 55343 US,0
c1c01764-549d-460e-827d-75624505aa0a,1947-11-04,,999-68-7488,S99945430,X22750647X,Mrs.,Heike726,Carter549,,Gusikowski974,M,white,irish,F,St. Paul,282 Armstrong Park Edina Minnesota 55343 US,0
eb90a92f-183a-4441-8f11-5411d7d59fd0,1970-08-08,,999-13-5542,S99968020,X20186807X,Mr.,Huey641,Reichert620,,,M,black,west_indian,M,Woodbury,567 Turcotte Crossroad St. Louis Park Minnesota 55343 US,0
0191b172-568b-4905-adec-1e768392a4eb,1967-06-08,,999-71-9600,S99932955,X31784464X,Mrs.,Carly657,Spinka232,,Flatley871,M,white,scottish,F,Lakeville,680 Emard Mission Unit 99 Askov Minnesota 55704 US,0
ef10661e-58e4-4393-8ef9-dc14513ac8a5,1997-05-29,,999-93-3721,S99914412,X17546677X,Ms.,Christa452,Daugherty69,,,,asian,chinese,F,Anoka,778 Ratke Lodge St. Paul Minnesota 55101 US,1
c41b68cc-0b20-42fe-8174-7ddd0e13f0b7,1984-08-06,,999-90-1210,S99937337,X48410813X,Mr.,Toney527,Littel644,,,S,white,english,M,St. Louis Park,971 Hills Way Apt 16 Elmoreship Minnesota  US,0
12ca7354-a0aa-4dfb-95a6-b31613967e78,1949-08-11,,999-55-6955,S99987751,X44238722X,Mr.,Marquis364,Swaniawski813,,,M,white,american,M,St. Cloud,860 Pagac Rest Lakewoodship Minnesota  US,0
b48ec94b-1187-453d-80f8-1da071dd2648,2007-08-23,,999-61-9437,,,,Sean831,Halvorson124,,,,white,russian,M,Coon Rapids,386 Nader Crossing Unit 2 Coon Rapids Minnesota 55304 US,1
07fcb4ec-924a-4130-953b-e5ef29aa1d12,1963-03-12,2015-06-24,999-53-9893,S99928789,X64389441X,Mr.,Gavin481,Wunsch504,,,M,white,english,M,Maplewood,765 Hand Common Unit 20 East Bethel Minnesota 55005 US,1
0a4078c5-9678-46df-85fb-935bd4a6a546,1984-06-24,,999-46-4807,S99950532,X16818662X,Mrs.,Minh326,Feil794,,Rodriguez71,M,white,italian,F,Minneapolis,985 Conroy Flat Apt 66 North Branch Minnesota 55032 US,0
04956b90-6c2f-4e08-9b8a-329b51106377,1963-09-02,2009-09-28,999-19-8322,S99980198,X38220987X,Mrs.,Ceola914,Kuhn96,,Fritsch593,M,white,irish,F,Elk River,1072 Kris Terrace Minneapolis Minnesota 55401 US,0
c12f5c48-a9b7-48ba-9512-3430165f7538,1973-07-10,,999-66-3796,S99914359,X35618361X,Mrs.,Eleanor470,Hand679,,Fritsch593,M,white,french,F,Walcottship,804 Mohr Parade Suite 58 Collinwoodship Minnesota  US,0
40700667-ed6d-44ac-b4ac-ca5ff8d3b4a5,2009-11-15,,999-98-3614,,,,Ronald408,Jenkins714,,,,white,portuguese,M,Mounds View,644 Ruecker Path Maple Grove Minnesota 55311 US,1
add6555f-3b28-4a6a-a505-49a06cc3e8c1,1984-01-01,,999-75-4790,S99978012,X69091743X,Mr.,Raymond398,Herman763,,,S,white,irish,M,Woodbury,530 Schamberger Parade Apt 19 Minnetonka Minnesota 55305 US,0
93da44f9-22e6-46de-802d-b12fe99cb307,2018-02-08,,999-89-3281,,,,Oma395,Beier427,,,,white,italian,F,Minneapolis,664 Lynch Union Minneapolis Minnesota 55401 US,1
28a04835-67a4-40aa-bf34-3ebf2877bd8b,1973-01-30,,999-66-9646,S99948285,X74757116X,Ms.,Marybeth994,Armstrong51,,,S,white,scottish,F,Rochester,107 Ritchie Grove Suite 78 Minnewaskaship Minnesota  US,1
47473595-561b-4534-9d43-a60b247bee45,2007-03-16,,999-14-4584,,,,Jenine75,Larkin917,,,,white,irish,F,Oaklandship,158 Kreiger Camp Prior Lake Minnesota 55352 US,0
3c5df78f-78da-4b2d-a237-91b4b2720090,1936-10-29,,999-31-3464,S99997668,X27827287X,Mrs.,Joanie498,Wiza601,,Quitzon246,M,white,irish,F,Duluth,307 Kling Port Holland Minnesota 56139 US,1
aa159907-60f4-4a79-a2aa-5ebc03a7d9fe,1972-03-23,,999-64-6945,S99973902,X32747715X,Mr.,Rayford811,Marks830,,,S,white,irish,M,Baytownship,561 Schinner Trailer Unit 67 Robbinsdale Minnesota 55422 US,1
12fbc0db-823b-4a11-a704-8b8c1d395b8d,1971-04-27,,999-83-9497,S99962283,X51550175X,Mr.,Donn979,Powlowski563,,,M,asian,chinese,M,Brooklyn Park,208 Prohaska Rue Woodbury Minnesota 55125 US,0
6d418c5d-53be-4559-a81b-d175166a3dac,1953-04-15,,999-31-8649,S99960720,X68394240X,Mrs.,Fredia307,Hauck852,,Waters156,M,white,french,F,Richfield,333 Swaniawski Vale Apt 28 East Bethel Minnesota 55005 US,1
791b9c79-8bbd-43fc-b524-510fd0fc9dd3,1991-09-02,,999-13-8574,S99941383,X40927452X,Mr.,Sanford861,Leffler128,,,,native,american_indian,M,Burnsville,1029 Herman Manor Turtle Lakeship Minnesota  US,0
a6dd1d2f-2018-4cdd-a6b2-229503a66ac0,1966-11-26,,999-28-2689,S99923160,X41693538X,Mr.,Demarcus108,Flatley871,,,S,black,dominican,M,Hokah,842 Schmitt Esplanade Roseville Minnesota 55112 US,1
6a55d001-3bd6-4b97-8960-6995d4dbf4d8,2015-06-13,,999-90-7943,,,,Bert917,Lehner980,,,,white,italian,M,Fridley,208 Breitenberg Fort Suite 47 Minnetonka Minnesota 55305 US,0
27702b1f-07c6-4d8b-9f6e-5dcf87b25e71,1996-02-15,,999-62-5310,S99936977,X24449844X,Mr.,Randal152,Schiller186,,,,white,scottish,M,East Bethel,701 Sipes Row Unit 88 Ramsey Minnesota 55303 US,0
d3594acd-25c2-4303-bc30-d9146dd4a474,1949-04-19,,999-69-9449,S99927940,X8527748X,Mr.,Emanuel231,Lindgren255,,,M,white,polish,M,St. Peter,831 Lowe Fork Suite 44 Murdock Minnesota 56271 US,1
c487582a-c398-44e0-be34-c43e7b8c1e2d,1949-09-30,,999-55-3798,S99920593,X89889805X,Mrs.,Zonia753,Sanford861,,Anderson154,M,white,irish,F,Burnsville,358 Keebler Junction Minneapolis Minnesota 55401 US,0
ad28c495-7495-4cc1-aef1-ffce88b23d82,1944-02-13,1998-04-12,999-79-3727,S99922362,X54003370X,Mr.,Damion480,Fritsch593,,,M,white,scottish,M,Ellingtonship,158 Homenick Station Minneapolis Minnesota 55401 US,0
05e0ff54-73a6-4813-9986-9c1b140a2f0e,1963-09-06,,999-76-3611,S99922673,X28303194X,Mrs.,Milagros256,Hermiston71,,Denesik803,M,white,german,F,Shoreview,928 Leannon Mall Fridley Minnesota 55421 US,0
8a39b828-eeb9-416b-bd36-78a45aef0cd3,1982-12-13,,999-63-8485,S99918440,X74134412X,Mr.,Wally311,Homenick806,,,M,white,irish,M,Minneapolis,1079 Altenwerth Branch Minneapolis Minnesota 55401 US,0
c4299cf8-6770-408b-b08e-85cd69f2b7b5,1970-06-18,,999-46-9005,S99993743,X45141262X,Mrs.,Jaye603,Mills423,,Bogisich202,M,black,african,F,Fridley,269 Turcotte Flat Roseville Minnesota 55112 US,0
